"ID","SimilarityMetric","Label1","evaluationMode","Label2","FingerprintRadius","Label3","similarityThreshold","Label4","BA","sdBA","Label5","F1","sdF1","Label6","MCC","sdMCC","Label7","nFound","sdnFound","Label8","nNotFound","sdnNotFound"
"23","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.75,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",102,7.51,"notFound",909,7.8
"71","DiceSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",102,6.89,"notFound",909,7.05
"76","DiceSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.9,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",102,6.89,"notFound",909,7.05
"81","DiceSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",115,6.83,"notFound",897,7.13
"85","DiceSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.85,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",115,6.83,"notFound",897,7.13
"13","TanimotoSimilarity","evaluationMode:","top","FPRadius",1,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",127,4.9,"notFound",884,5.27
"16","TanimotoSimilarity","evaluationMode:","probability","FPRadius",1,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",127,4.9,"notFound",884,5.27
"89","DiceSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",129,8.99,"notFound",882,9.35
"93","DiceSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.8,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",129,8.99,"notFound",882,9.35
"33","TanimotoSimilarity","evaluationMode:","top","FPRadius",3,"similarityThreshold:",0.65,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",148,8.52,"notFound",863,8.79
"37","TanimotoSimilarity","evaluationMode:","probability","FPRadius",3,"similarityThreshold:",0.65,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",148,8.52,"notFound",863,8.79
"26","TanimotoSimilarity","evaluationMode:","top","FPRadius",2,"similarityThreshold:",0.7,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",152,8.53,"notFound",859,8.83
"31","TanimotoSimilarity","evaluationMode:","probability","FPRadius",2,"similarityThreshold:",0.7,"ba:",1,0,"f1:",1,0,"mcc",1,0,"found:",152,8.53,"notFound",859,8.83
